adult,budget,original_language,popularity,revenue,runtime,title,vote_average,vote_count,genres_list,production_companies_list,production_countries_list,spoken_languages_list,release_year,movieId
False,1800000,en,9.80398,9440272.0,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472.0,"['Drama', 'Comedy', 'War']","['Hawk Films', 'Columbia Pictures Corporation']","['United Kingdom', 'United States of America']",['English'],1964,750
False,45000000,en,6.287245,58620973.0,113.0,Jack,5.9,340.0,"['Comedy', 'Drama', 'Science Fiction']","['American Zoetrope', 'Hollywood Pictures', 'Great Oaks Entertainment']",['United States of America'],['English'],1996,765
False,4000000,en,19.348466,16491080.0,93.0,Trainspotting,7.8,2737.0,"['Drama', 'Crime']","['Miramax Films', 'Channel Four Films', 'Noel Gay Motion Picture Company', 'Figment Films']",['United Kingdom'],['English'],1996,778
False,75000000,en,17.634197,816969268.0,145.0,Independence Day,6.7,3334.0,"['Action', 'Adventure', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment']",['United States of America'],['English'],1996,780
False,100000000,en,13.553999,100138851.0,91.0,The Hunchback of Notre Dame,6.8,1182.0,"['Drama', 'Animation', 'Family']",['Walt Disney Pictures'],['United States of America'],"['Latin', 'English']",1996,783
False,47000000,en,7.586577,102825796.0,96.0,The Cable Guy,5.7,603.0,"['Comedy', 'Drama', 'Thriller']",['Columbia Pictures Corporation'],['United States of America'],['English'],1996,784
False,100000000,en,6.919314,242295562.0,115.0,Eraser,5.6,553.0,"['Action', 'Drama', 'Mystery', 'Thriller']","['Kopelson Entertainment', 'Warner Bros.']","['Canada', 'United States of America']",['English'],1996,786
False,54000000,en,9.651581,128769345.0,95.0,The Nutty Professor,5.4,717.0,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']","['Imagine Entertainment', 'Universal Pictures']",['United States of America'],['English'],1996,788
False,80000000,en,11.995799,159212469.0,115.0,Daylight,5.8,385.0,"['Action', 'Adventure', 'Thriller']","['Universal Pictures', 'Davis Entertainment']",['United States of America'],['English'],1996,798
False,30000000,en,12.09096,29359216.0,110.0,The Frighteners,6.7,413.0,"['Horror', 'Comedy']","['WingNut Films', 'Universal Pictures']","['New Zealand', 'United States of America']",['English'],1996,799
False,32000000,en,5.575992,152036382.0,123.0,Phenomenon,6.2,328.0,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",['Touchstone Pictures'],['United States of America'],['English'],1996,802
False,40000000,en,13.309013,152266007.0,149.0,A Time to Kill,7.0,522.0,"['Crime', 'Drama', 'Thriller']","['Regency Enterprises', 'Warner Bros.']",['United States of America'],['English'],1996,805
False,80000000,en,8.772188,309492681.0,117.0,Ransom,6.4,482.0,"['Action', 'Thriller']","['Touchstone Pictures', 'Brian Grazer/Scott Rudin Productions']",['United States of America'],['English'],1996,832
False,50000000,en,15.874491,60209334.0,107.0,Chain Reaction,5.3,291.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Chicago Pacific Entertainment', 'Zanuck Company, The']",['United States of America'],['English'],1996,836
False,36000000,en,10.034915,33459416.0,98.0,Matilda,6.9,892.0,"['Comedy', 'Family', 'Fantasy']","['Jersey Films', 'TriStar Pictures']",['United States of America'],['English'],1996,837
False,50000000,en,12.229381,42277365.0,97.0,Escape from L.A.,5.6,381.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'Rysher Entertainment']",['United States of America'],['English'],1996,849
False,6000000,en,41.109264,245066411.0,175.0,The Godfather,8.5,6024.0,"['Drama', 'Crime']","['Paramount Pictures', 'Alfran Productions']",['United States of America'],"['English', 'Italiano', 'Latin']",1972,858
False,2540800,en,11.064858,7200000.0,103.0,Singin' in the Rain,7.9,747.0,"['Comedy', 'Music', 'Romance']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],['English'],1952,899
False,2500000,en,10.879289,9500000.0,110.0,Breakfast at Tiffany's,7.6,1082.0,"['Comedy', 'Drama', 'Romance']","['Paramount Pictures', 'Jurow-Shepherd']",['United States of America'],"['English', 'Português']",1961,902
False,2479000,en,18.20822,28000000.0,128.0,Vertigo,8.0,1162.0,"['Mystery', 'Romance', 'Thriller']","['Paramount Pictures', 'Alfred J. Hitchcock Productions']",['United States of America'],['English'],1958,903
False,1000000,en,17.911314,36764313.0,112.0,Rear Window,8.2,1531.0,"['Drama', 'Mystery', 'Thriller']",['Paramount Pictures'],['United States of America'],['English'],1954,904
False,325000,en,6.465257,4500000.0,105.0,It Happened One Night,7.7,283.0,"['Comedy', 'Romance']",['Columbia Pictures Corporation'],['United States of America'],['English'],1934,905
False,4000000,en,12.410427,13275000.0,136.0,North by Northwest,7.8,1062.0,"['Mystery', 'Thriller']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],['English'],1959,908
False,3000000,en,11.994281,25000000.0,125.0,The Apartment,8.1,498.0,"['Comedy', 'Drama', 'Romance']","['United Artists', 'The Mirisch Company']",['United States of America'],['English'],1960,909
False,2883848,en,11.845107,25000000.0,122.0,Some Like It Hot,8.0,835.0,"['Comedy', 'Romance']","['The Mirisch Corporation', 'Ashton Productions']",['United States of America'],['English'],1959,910
False,4000000,en,7.098731,13474588.0,113.0,Charade,7.7,351.0,"['Comedy', 'Mystery', 'Romance', 'Thriller']",['Universal Pictures'],['United States of America'],"['English', 'Français', 'Deutsch', 'Italiano']",1963,911
False,878000,en,13.916101,10462500.0,102.0,Casablanca,7.9,1462.0,"['Drama', 'Romance']",['Warner Bros.'],['United States of America'],"['Deutsch', 'Français', 'Italiano', 'English']",1942,912
False,375000,en,5.782544,1000000.0,100.0,The Maltese Falcon,7.8,435.0,"['Mystery', 'Crime', 'Thriller']",['Warner Bros.'],['United States of America'],['English'],1941,913
False,17000000,en,12.494394,72070731.0,170.0,My Fair Lady,7.4,361.0,"['Drama', 'Family', 'Music', 'Romance']",['Warner Bros.'],['United States of America'],['English'],1964,914
False,2238813,en,7.359741,10000000.0,113.0,Sabrina,7.4,284.0,"['Comedy', 'Drama', 'Romance']",['Paramount Pictures'],['United States of America'],"['English', 'Italiano']",1954,915
False,1500000,en,11.954806,12000000.0,119.0,Roman Holiday,7.8,502.0,"['Comedy', 'Romance']",['Paramount Pictures'],['United States of America'],"['English', 'Italiano']",1953,916
False,2777000,en,22.064932,33754967.0,102.0,The Wizard of Oz,7.4,1689.0,"['Adventure', 'Family', 'Fantasy']","[""Loew's Incorporated""]",['United States of America'],['English'],1939,919
False,4000000,en,14.240357,400176459.0,238.0,Gone with the Wind,7.7,995.0,"['Drama', 'Romance', 'War']","['Selznick International Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],['English'],1939,920
False,1752000,en,11.709777,5000000.0,110.0,Sunset Boulevard,8.2,533.0,['Drama'],['Paramount Pictures'],['United States of America'],['English'],1950,922
False,839727,en,15.811921,23217674.0,119.0,Citizen Kane,8.0,1244.0,"['Mystery', 'Drama']","['RKO Radio Pictures', 'Mercury Productions']",['United States of America'],['English'],1941,923
False,1400000,en,12.06308,63463.0,138.0,All About Eve,8.0,367.0,['Drama'],['Twentieth Century Fox Film Corporation'],['United States of America'],"['English', 'Français']",1950,926
False,1288000,en,8.590813,6000000.0,130.0,Rebecca,7.7,346.0,"['Drama', 'Mystery']",['Selznick International Pictures'],['United States of America'],"['English', 'Français']",1940,928
False,2000000,en,10.135111,24464742.0,102.0,Notorious,7.8,345.0,"['Thriller', 'Drama', 'Romance']",['RKO Radio Pictures'],['United States of America'],['English'],1946,930
False,2500000,en,5.490505,8750000.0,106.0,To Catch a Thief,7.1,299.0,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",['Paramount Pictures'],['United States of America'],"['Français', 'English']",1955,933
False,3180000,en,15.031588,9644124.0,130.0,It's a Wonderful Life,8.0,1103.0,"['Drama', 'Family', 'Fantasy']","['RKO Radio Pictures', 'Liberty Films (II)']",['United States of America'],['English'],1946,953
False,114000,en,14.384198,30000000.0,96.0,Night of the Living Dead,7.5,591.0,['Horror'],"['Laurel Group', 'Off Color Films', 'Image Ten', 'Market Square Productions']",['United States of America'],['English'],1968,968
False,14000000,en,8.30721,154864401.0,98.0,Cool Runnings,6.8,510.0,['Comedy'],['Walt Disney'],['United States of America'],"['English', 'Français', 'Deutsch', 'Pусский']",1993,1020
False,2900000,en,14.436858,263591415.0,74.0,Cinderella,6.8,1760.0,"['Family', 'Fantasy', 'Animation', 'Romance']","['RKO Radio Pictures', 'Walt Disney Productions']",['United States of America'],['English'],1950,1022
False,3000000,en,10.636458,22182353.0,79.0,The Sword in the Stone,6.9,935.0,"['Animation', 'Family']",['Walt Disney Productions'],['United States of America'],['English'],1963,1025
False,48000000,en,10.639244,390493908.0,143.0,Robin Hood: Prince of Thieves,6.6,937.0,['Adventure'],"['Warner Bros.', 'Morgan Creek Productions']",['United States of America'],['English'],1991,1027
False,6000000,en,15.11549,102272727.0,139.0,Mary Poppins,7.4,1217.0,"['Comedy', 'Family', 'Fantasy']",['Walt Disney Productions'],['United States of America'],['English'],1964,1028
False,812000,en,14.655879,1600000.0,64.0,Dumbo,6.8,1206.0,"['Animation', 'Family']","['RKO Radio Pictures', 'Walt Disney Productions']",['United States of America'],['English'],1941,1029
False,3000000,en,16.488937,572000000.0,75.0,Alice in Wonderland,7.0,1557.0,"['Animation', 'Adventure', 'Family', 'Fantasy']","['RKO Radio Pictures', 'Walt Disney Productions']",['United States of America'],['English'],1951,1032
False,12000000,en,10.197106,29800000.0,82.0,The Fox and the Hound,7.0,884.0,"['Adventure', 'Animation', 'Drama', 'Family']",['Walt Disney Productions'],['United States of America'],['English'],1981,1033
False,8200000,en,9.06773,286214286.0,174.0,The Sound of Music,7.4,966.0,"['Drama', 'Family', 'Music', 'Romance']","['Twentieth Century Fox Film Corporation', 'Robert Wise Productions', 'Argyle Enterprises']",['United States of America'],"['English', 'Français', 'Italiano']",1965,1035
False,28000000,en,16.640522,140767956.0,131.0,Die Hard,7.5,4005.0,"['Action', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']",['United States of America'],"['English', 'Deutsch', 'Italiano']",1988,1036
False,65000000,en,14.482345,89456761.0,120.0,The Long Kiss Goodnight,6.4,323.0,"['Crime', 'Action', 'Mystery', 'Thriller']","['New Line Cinema', 'Forge', 'The Steve Tisch Company']",['United States of America'],['English'],1996,1047
False,14500000,en,11.774061,147298761.0,120.0,Romeo + Juliet,6.7,1406.0,"['Drama', 'Romance']","['Bazmark Films', 'Twentieth Century Fox Film Corporation']",['United States of America'],['English'],1996,1059
False,44000000,en,9.198283,165615285.0,147.0,Sleepers,7.3,729.0,"['Crime', 'Drama', 'Thriller']","['Propaganda Films', 'Warner Bros.', 'Baltimore Pictures']",['United States of America'],['English'],1996,1061
False,3000000,en,12.416635,4000000.0,100.0,Willy Wonka & the Chocolate Factory,7.4,826.0,"['Family', 'Fantasy']","['Paramount Pictures', 'David L. Wolper Productions']",['United States of America'],"['English', 'Français', 'Deutsch']",1971,1073
False,7500000,en,11.400353,62493712.0,108.0,A Fish Called Wanda,7.1,576.0,"['Comedy', 'Crime']","['Metro-Goldwyn-Mayer (MGM)', 'Prominent Features']","['United Kingdom', 'United States of America']","['English', 'Italiano', 'Pусский']",1988,1079
False,4000000,en,10.714173,20045115.0,94.0,Life of Brian,7.7,1230.0,['Comedy'],"['HandMade Films', 'Python (Monty) Pictures']",['United Kingdom'],['English'],1979,1080
False,2500000,en,12.109198,50700000.0,111.0,Bonnie and Clyde,7.6,384.0,"['Crime', 'Drama']","['Tatira-Hiller Productions', 'Warner Brothers/Seven Arts']",['United States of America'],['English'],1967,1084
False,1400000,en,7.853231,3000000.0,104.0,Dial M for Murder,7.9,539.0,"['Crime', 'Mystery', 'Thriller']",['Warner Bros.'],['United States of America'],['English'],1954,1086
False,6000000,en,14.044122,213954274.0,100.0,Dirty Dancing,7.1,1371.0,"['Drama', 'Music', 'Romance']","['Great American Films Limited Partnership', 'Vestron Pictures']",['United States of America'],['English'],1987,1088
False,1200000,en,12.22034,14661007.0,99.0,Reservoir Dogs,8.1,3821.0,"['Crime', 'Thriller']","['Live Entertainment', 'Lionsgate', 'Dog Eat Dog Productions Inc.']",['United States of America'],['English'],1992,1089
False,6000000,en,18.206972,138530565.0,120.0,Platoon,7.5,1236.0,"['Drama', 'War', 'Action']","['Orion Pictures', 'Hemdale Film Corporation']","['United Kingdom', 'United States of America']","['English', 'Tiếng Việt']",1986,1090
False,49000000,en,16.628427,352927224.0,127.0,Basic Instinct,6.5,869.0,"['Thriller', 'Mystery']","['TriStar Pictures', 'Canal+', 'Carolco Pictures']","['France', 'United States of America']",['English'],1992,1092
False,38000000,en,7.829619,34416893.0,140.0,The Doors,6.7,285.0,"['Drama', 'Music']","['Imagine Entertainment', 'Ixtlan Productions', 'Carolco Pictures', 'Bill Graham Films']",['United States of America'],['English'],1991,1093
False,12500000,en,6.792215,10725228.0,100.0,Glengarry Glen Ross,7.5,330.0,"['Crime', 'Drama', 'Mystery']","['New Line Cinema', 'GGR', 'Zupnik Cinema Group II']",['United States of America'],['English'],1992,1095
False,10500000,en,19.358546,792965326.0,115.0,E.T. the Extra-Terrestrial,7.3,3359.0,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']","['Universal Pictures', 'Amblin Entertainment']",['United States of America'],['English'],1982,1097
False,60000000,en,7.046753,157920733.0,107.0,Days of Thunder,5.9,359.0,['Adventure'],"['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America'],['English'],1990,1100
False,15000000,en,20.301019,356830601.0,110.0,Top Gun,6.7,1736.0,"['Action', 'Romance', 'War']",['Paramount Pictures'],['United States of America'],['English'],1986,1101
False,1800000,en,7.301719,8000000.0,125.0,A Streetcar Named Desire,7.6,291.0,['Drama'],"['Charles K. Feldman Group', 'Warner Bros.']",['United States of America'],['English'],1951,1104
False,70000000,en,9.809585,90000098.0,139.0,The Abyss,7.1,822.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment', 'Pacific Western']",['United States of America'],['English'],1989,1127
False,1000000,en,9.194572,21378361.0,89.0,The Fog,6.4,318.0,['Horror'],"['AVCO Embassy Pictures', 'EDI', 'Debra Hill Productions']",['United States of America'],['English'],1980,1128
False,6000000,en,10.124544,50244700.0,99.0,Escape from New York,6.9,720.0,"['Science Fiction', 'Action']","['AVCO Embassy Pictures', 'Goldcrest Films International', 'International Film Investors', 'City Film']",['United States of America'],['English'],1981,1129
False,400000,en,10.43389,5028948.0,91.0,Monty Python and the Holy Grail,7.8,1742.0,"['Adventure', 'Comedy', 'Fantasy']","['Python (Monty) Pictures Limited', 'Michael White Productions', 'National Film Trustee Company', 'Twickenham Film Studios']",['United Kingdom'],"['Français', 'Latin', 'English']",1975,1136
False,4000000,fr,12.565447,1794187.0,99.0,Delicatessen,7.4,320.0,"['Comedy', 'Science Fiction', 'Fantasy']","['Hachette Première', 'Sofinergie Films', 'Fondation GAN pour le Cinéma', 'Victoires Productions', 'Constellation', 'Union Générale Cinématographique (UGC)']",['France'],['Français'],1991,1175
False,27000000,en,15.564161,231976425.0,162.0,The English Patient,7.0,559.0,"['Drama', 'Romance', 'War']","['Miramax Films', 'Tiger Moth Productions']","['United Kingdom', 'United States of America']","['Deutsch', 'Italiano', 'العربية', 'English']",1996,1183
False,3000000,en,35.529554,108981275.0,133.0,One Flew Over the Cuckoo's Nest,8.3,3001.0,['Drama'],"['United Artists', 'Fantasy Films', 'Warner Bros.']",['United States of America'],['English'],1975,1193
